rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_disc,pl_status,pl_mnum,pl_pelink,pl_edelink,st_plx,st_plxerr,st_plxlim,st_plxblend,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_sp,st_spstr,st_sperr,st_splim,st_spblend
338,HD 68988,b,Radial Velocity,1,6.276,,,0,0.14,,,0,,,,,,,,,,,,,,,,,08h18m22.17s,124.592384,+61d27m38.6s,61.460724,58.82,3.14,-3.52,0,,,,,,,,,,,,,HD 68988,HIP 40687,HD 68988 b,0,1,0,0,0,0,,,,,,,,,,,,,2001,3,0,http://exoplanet.eu/catalog/hd_68988_b/,http://exoplanets.org/detail/HD_68988_b,17,0.96,0,0,126.6,1.2,0,31.3,1.3,0,4,G0,,0,0
339,HD 69830,b,Radial Velocity,3,8.667,0.003,-0.003,0,0.1,0.04,-0.04,0,,,,,,,,,,,,,,,,,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.58,0.12,-0.12,0,,,,,,,,,,,,,HD 69830,HIP 40693,HD 69830 b,0,1,0,0,0,0,,,,,,,,,,,,,2006,3,0,http://exoplanet.eu/catalog/hd_69830_b/,http://exoplanets.org/detail/HD_69830_b,79.48,0.77,0,0,280.3,1,0,-989.5,0.9,0,5,K0 V,,0,0
340,HD 69830,c,Radial Velocity,3,31.56,0.04,-0.04,0,0.13,0.06,-0.06,0,,,,,,,,,,,,,,,,,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.58,0.12,-0.12,0,,,,,,,,,,,,,HD 69830,HIP 40693,HD 69830 c,0,1,0,0,0,0,,,,,,,,,,,,,2006,3,0,http://exoplanet.eu/catalog/hd_69830_c/,http://exoplanets.org/detail/HD_69830_c,79.48,0.77,0,0,280.3,1,0,-989.5,0.9,0,5,K0 V,,0,0
341,HD 69830,d,Radial Velocity,3,197,3,-3,0,0.07,0.07,-0.07,0,,,,,,,,,,,,,,,,,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.58,0.12,-0.12,0,,,,,,,,,,,,,HD 69830,HIP 40693,HD 69830 d,0,1,0,0,0,0,,,,,,,,,,,,,2006,3,0,http://exoplanet.eu/catalog/hd_69830_d/,http://exoplanets.org/detail/HD_69830_d,79.48,0.77,0,0,280.3,1,0,-989.5,0.9,0,5,K0 V,,0,0
342,HD 70573,b,Radial Velocity,1,851.8,11.6,-11.6,0,0.4,0.1,-0.1,0,,,,,,,,,,,,,,,,,08h22m49.95s,125.708135,+01d51m33.6s,1.859323,,,,,,,,,,,,,,,,,HD 70573,,HD 70573 b,0,1,0,0,0,0,,,,,,,,,,,,,2007,3,0,http://exoplanet.eu/catalog/hd_70573_b/,,,,,,,,,,,,4.6,G6 V,,0,0
343,HD 70642,b,Radial Velocity,1,2231,400,-400,0,0.1,0.06,-0.06,0,,,,,,,,,,,,,,,,,08h21m28.14s,125.367233,-39d42m19.5s,-39.70541,28.76,0.49,-0.5,0,,,,,,,,,,,,,HD 70642,HIP 40952,HD 70642 b,0,1,0,0,0,0,,,,,,,,,,,,,2003,3,0,http://exoplanet.eu/catalog/hd_70642_b/,http://exoplanets.org/detail/HD_70642_b,34.77,0.6,0,0,-202.3,1.4,0,224.5,1.2,0,4.95,G8/K1 (III + F/G),,0,0
344,HD 72659,b,Radial Velocity,1,3383,100,-100,0,0.271,0.022,-0.022,0,,,,,,,,,,,,,,,,,08h34m03.19s,128.51329,-01d34m05.6s,-1.568217,51.36,2.58,-2.87,0,,,,,,,,,,,,,HD 72659,HIP 42030,HD 72659 b,0,1,0,0,0,0,,,,,,,,,,,,,2002,3,0,http://exoplanet.eu/catalog/hd_72659_b/,http://exoplanets.org/detail/HD_72659_b,19.47,1.03,0,0,-113.5,1,0,-97.5,1.2,0,4.2,G2 V,,0,0
345,HD 73267,b,Radial Velocity,1,1260,7,-7,0,0.256,0.009,-0.009,0,,,,,,,,,,,,,,,,,08h36m17.78s,129.074066,-34d27m35.9s,-34.45998,53.05,2.7,-3,0,,,,,,,,,,,,,HD 73267,HIP 42202,HD 73267 b,0,1,0,0,0,0,,,,,,,,,,,,,2008,3,0,http://exoplanet.eu/catalog/hd_73267_b/,http://exoplanets.org/detail/HD_73267_b,18.85,1.01,0,0,-106.1,1.3,0,124.3,1.3,0,5,K0 V,,0,0
346,HD 73256,b,Radial Velocity,1,2.54858,0.00016,-0.00016,0,0.03,0.02,-0.02,0,,,,,,,,,,,,,,,,,08h36m23.02s,129.095901,-30d02m15.5s,-30.037626,36.52,1,-1.06,0,,,,,,,,,,,,,HD 73256,HIP 42214,HD 73256 b,0,1,0,0,0,0,,,,,,,,,,,,,2003,3,0,http://exoplanet.eu/catalog/hd_73256_b/,http://exoplanets.org/detail/HD_73256_b,27.38,0.77,0,0,-183.7,2.1,0,66.2,1.4,0,4.9,G8/K0 V,,0,0
347,HD 73526,b,Radial Velocity,2,188.9,0.1,-0.1,0,0.29,0.03,-0.03,0,,,,,,,,,,,,,,,,,08h37m16.48s,129.31868,-41d19m08.8s,-41.319103,94.61,8.25,-9.99,0,,,,,,,,,,,,,HD 73526,HIP 42282,HD 73526 b,0,1,0,0,0,0,,,,,,,,,,,,,2002,3,0,http://exoplanet.eu/catalog/hd_73526_b/,http://exoplanets.org/detail/HD_73526_b,10.57,1.01,0,0,-62.7,1.2,0,161,1.1,0,4.6,G6 V,,0,0
348,HD 73526,c,Radial Velocity,2,379.1,0.5,-0.5,0,0.28,0.05,-0.05,0,,,,,,,,,,,,,,,,,08h37m16.48s,129.31868,-41d19m08.8s,-41.319103,94.61,8.25,-9.99,0,,,,,,,,,,,,,HD 73526,HIP 42282,HD 73526 c,0,1,0,0,0,0,,,,,,,,,,,,,2005,3,0,http://exoplanet.eu/catalog/hd_73526_c/,http://exoplanets.org/detail/HD_73526_c,10.57,1.01,0,0,-62.7,1.2,0,161,1.1,0,4.6,G6 V,,0,0
349,HD 73534,b,Radial Velocity,1,1800,110,-110,0,0.046,0.08,-0.08,0,,,,,,,,,,,,,,,,,08h39m15.80s,129.815842,+12d57m37.4s,12.960376,96.99,9.43,-11.7,0,,,,,,,,,,,,,HD 73534,HIP 42446,HD 73534 b,0,1,0,0,0,0,,,,,,,,,,,,,2008,3,0,http://exoplanet.eu/catalog/hd_73534_b/,http://exoplanets.org/detail/HD_73534_b,10.31,1.11,0,0,-115.3,1.2,0,-92.6,1.1,0,4.5,G5,,0,0
350,HD 74156,b,Radial Velocity,2,51.645,0.003,-0.003,0,0.627,0.009,-0.009,0,,,,,,,,,,,,,,,,,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.56,4.28,-4.93,0,,,,,,,,,,,,,HD 74156,HIP 42723,HD 74156 b,0,1,0,0,0,0,,,,,,,,,,,,,2003,3,0,http://exoplanet.eu/catalog/hd_74156_b/,http://exoplanets.org/detail/HD_74156_b,15.49,1.1,0,0,22.9,0.9,0,-202.3,1,0,4.1,G1 V,,0,0
351,HD 74156,c,Radial Velocity,2,2473,13,-13,0,0.432,0.013,-0.013,0,,,,,,,,,,,,,,,,,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.56,4.28,-4.93,0,,,,,,,,,,,,,HD 74156,HIP 42723,HD 74156 c,0,1,0,0,0,0,,,,,,,,,,,,,2003,3,0,http://exoplanet.eu/catalog/hd_74156_c/,http://exoplanets.org/detail/HD_74156_c,15.49,1.1,0,0,22.9,0.9,0,-202.3,1,0,4.1,G1 V,,0,0
352,HD 75289,b,Radial Velocity,1,3.51,,,0,0.054,,,0,,,,,,,,,,,,,,,,,08h47m40.39s,131.918289,-41d44m12.5s,-41.736794,28.94,0.46,-0.48,0,,,,,,,,,,,,,HD 75289,HIP 43177,HD 75289 b,0,1,0,0,0,0,,,,,,,,,,,,,1999,3,0,http://exoplanet.eu/catalog/hd_75289_b/,http://exoplanets.org/detail/HD_75289_b,34.55,0.56,0,0,-19.5,0.8,0,-227.7,0.8,0,4,G0 V,,0,0
353,HD 75898,b,Radial Velocity,1,418.2,5.7,-5.7,0,0.1,0.05,-0.05,0,,,,,,,,,,,,,,,,,08h53m50.80s,133.461685,+33d03m24.5s,33.056812,80.58,6.45,-7.68,0,,,,,,,,,,,,,HD 75898,HIP 43674,HD 75898 b,0,1,0,0,0,0,,,,,,,,,,,,,2007,3,0,http://exoplanet.eu/catalog/hd_75898_b/,http://exoplanets.org/detail/HD_75898_b,12.41,1.08,0,0,-96.2,1.4,0,-28.8,1.5,0,4,G0,,0,0
354,HD 76700,b,Radial Velocity,1,3.971,0.001,-0.001,0,0.13,0.04,-0.04,0,,,,,,,,,,,,,,,,,08h53m55.51s,133.481308,-66d48m03.6s,-66.800995,59.7,2.26,-2.45,0,,,,,,,,,,,,,HD 76700,HIP 43686,HD 76700 b,0,1,0,0,0,0,,,,,,,,,,,,,2002,3,0,http://exoplanet.eu/catalog/hd_76700_b/,http://exoplanets.org/detail/HD_76700_b,16.75,0.66,0,0,-282.4,1.3,0,121.8,1.2,0,4.6,G6 V,,0,0
355,HD 77338,b,Radial Velocity,1,5.7361,0.0015,-0.0015,0,0.09,0.25,-0.09,0,0.05,0.015,-0.017,0,,,,,,,,,,,,,09h01m12.50s,135.302063,-25d31m37.4s,-25.527061,41.27,1.92,-2.11,0,5370,82,0,,0.93,0.05,0,,0.88,0.04,0,,HD 77338,HIP 44291,HD 77338 b,0,1,0,0,0,0,15.9,4.7,-5.3,0,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/hd_77338_b/,http://exoplanets.org/detail/HD_77338_b,24.23,1.18,0,0,39.4,1.5,0,-271.1,1.7,0,5,K0 IV,,0,0
356,HD 79498,b,Radial Velocity,1,1966.1,41,-41,0,0.59,0.02,-0.02,0,,,,,,,,,,,,,,,,,09h15m09.40s,138.789169,+23d22m32.0s,23.375549,48.64,2.21,-2.43,0,,,,,,,,,,,,,HD 79498,HIP 45406,HD 79498 b,0,1,0,0,0,0,,,,,,,,,,,,,2011,3,0,http://exoplanet.eu/catalog/hd_79498_b/,http://exoplanets.org/detail/HD_79498_b,20.56,0.98,0,0,-126.4,0.9,0,-156.6,0.9,0,4.5,G5,,0,0
357,HD 80606,b,Radial Velocity,1,111.4357,0.0008,-0.0008,0,0.9332,0.0008,-0.0008,0,3.94,0.11,-0.11,0,0.98,0.03,-0.03,0,,,,,89.32,0.06,-0.06,0,09h22m37.57s,140.65654,+50d36m13.4s,50.603722,29.04,,,-1,5645,45,0,,0.97,0.04,0,,0.98,0.01,0,,HD 80606,HIP 45982,HD 80606 b,1,1,0,0,0,0,1252.2,34.96,-34.96,0,10.98,0.34,-0.34,0,0.4958,0.0542,-0.0542,0,2001,3,0,http://exoplanet.eu/catalog/hd_80606_b/,http://exoplanets.org/detail/HD_80606_b,17.13,5.77,0,0,58.8,1.5,0,13.2,1.6,0,4.5,G5,,0,0
358,HD 81040,b,Radial Velocity,1,1001.7,7,-7,0,0.526,0.042,-0.042,0,,,,,,,,,,,,,,,,,09h23m47.09s,140.946198,+20d21m52.0s,20.364454,32.56,1.26,-1.37,0,,,,,,,,,,,,,HD 81040,HIP 46076,HD 81040 b,0,1,0,0,0,0,,,,,,,,,,,,,2005,3,0,http://exoplanet.eu/catalog/hd_81040_b/,http://exoplanets.org/detail/HD_81040_b,30.71,1.24,0,0,-151.9,0.7,0,36.3,0.7,0,4,G0,,0,0
359,HD 81688,b,Radial Velocity,1,184.02,0.18,-0.18,0,0,,,0,,,,,,,,,,,,,,,,,09h28m39.99s,142.166626,+45d36m05.3s,45.601482,88.26,6.09,-7.07,0,,,,,,,,,,,,,HD 81688,HIP 46471,HD 81688 b,0,1,0,0,0,0,,,,,,,,,,,,,2007,3,0,http://exoplanet.eu/catalog/hd_81688_b/,http://exoplanets.org/detail/HD_81688_b,11.33,0.84,0,0,-5.5,1.1,0,-129.2,1.1,0,4.5,G5,,0,0
360,HD 82943,b,Radial Velocity,2,441.47,0.35,-0.35,0,0.162,0.036,-0.036,0,1.681,0.028,-0.028,0,,,,,,,,,90,,,0,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546,27.46,0.62,-0.65,0,,,,,,,,,,,,,HD 82943,HIP 47007,HD 82943 b,0,1,0,0,0,0,534.25,8.899,-8.899,0,,,,,,,,,2003,3,0,http://exoplanet.eu/catalog/hd_82943_b/,http://exoplanets.org/detail/HD_82943_b,36.42,0.84,0,0,2.2,1.2,0,-172.7,1.3,0,4.25,G2/3 V,,0,0
361,HD 82943,c,Radial Velocity,2,220.078,0.051,-0.051,0,0.3663,0.0097,-0.0097,0,1.959,0.047,-0.047,0,,,,,,,,,90,,,0,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546,27.46,0.62,-0.65,0,,,,,,,,,,,,,HD 82943,HIP 47007,HD 82943 c,0,1,0,0,0,0,622.603,14.937,-14.937,0,,,,,,,,,2003,3,0,http://exoplanet.eu/catalog/hd_82943_c/,http://exoplanets.org/detail/HD_82943_c,36.42,0.84,0,0,2.2,1.2,0,-172.7,1.3,0,4.25,G2/3 V,,0,0
362,HD 82886,b,Radial Velocity,1,705,34,-34,0,0.066,,,0,,,,,,,,,,,,,,,,,09h35m45.18s,143.938263,+34d46m50.7s,34.780743,112.23,10.5,-12.92,0,,,,,,,,,,,,,HD 82886,HIP 47087,HD 82886 b,0,1,0,0,0,0,,,,,,,,,,,,,2011,3,0,http://exoplanet.eu/catalog/hd_82886_b/,http://exoplanets.org/detail/HD_82886_b,8.91,0.92,0,0,13.6,1.3,0,-34.6,1.5,0,4,G0,,0,0
363,HD 83443,b,Radial Velocity,1,2.985698,0.000057,-0.000057,0,0.012,0.023,-0.023,0,,,,,,,,,,,,,,,,,09h37m11.83s,144.299286,-43d16m19.9s,-43.272205,43.53,1.64,-1.77,0,,,,,,,,,,,,,HD 83443,HIP 47202,HD 83443 b,0,1,0,0,0,0,,,,,,,,,,,,,2002,3,0,http://exoplanet.eu/catalog/hd_83443_b/,http://exoplanets.org/detail/HD_83443_b,22.97,0.9,0,0,22.1,1,0,-120.3,1,0,5.05,K0/1 V + G (III),,0,0
364,HD 85390,b,Radial Velocity,1,788,25,-25,0,0.41,0.12,-0.12,0,,,,,,,,,,,,,,,,,09h50m02.50s,147.510406,-49d47m25.0s,-49.790268,33.96,0.94,-1,0,,,,,,,,,,,,,HD 85390,HIP 48235,HD 85390 b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/hd_85390_b/,http://exoplanets.org/detail/HD_85390_b,29.45,0.84,0,0,25.4,1,0,-57.7,1,0,5.1,K1 V,,0,0
365,HD 85512,b,Radial Velocity,1,58.43,0.13,-0.13,0,0.11,0.1,-0.1,0,,,,,,,,,,,,,,,,,09h51m07.05s,147.779388,-43d30m10.0s,-43.502789,11.15,0.1,-0.1,0,,,,,,,,,,,,,HD 85512,HIP 48331,HD 85512 b,0,1,0,0,0,0,,,,,,,,,,,,,2011,3,0,http://exoplanet.eu/catalog/hd_85512_b/,http://exoplanets.org/detail/HD_85512_b,89.67,0.82,0,0,461.6,1.1,0,-469.9,1.1,0,6,M0 V,,0,0
366,HD 86081,b,Radial Velocity,1,2.1375,0.0002,-0.0002,0,0.008,0.004,-0.004,0,,,,,,,,,,,,,,,,,09h56m05.92s,149.024658,-03d48m30.3s,-3.808422,91.16,9.06,-11.3,0,,,,,,,,,,,,,HD 86081,HIP 48711,HD 86081 b,0,1,0,0,0,0,,,,,,,,,,,,,2006,3,0,http://exoplanet.eu/catalog/hd_86081_b/,http://exoplanets.org/detail/HD_86081_b,10.97,1.21,0,0,-66.8,1.2,0,14.7,1.2,0,4.1,G1 V,,0,0
367,HD 86226,b,Radial Velocity,1,1695,58,-58,0,0.15,0.09,-0.09,0,,,,,,,,,,,,,,,,,09h56m29.85s,149.124359,-24d05m57.8s,-24.09939,42.48,1.48,-1.59,0,5903,31,0,0,1.06,0.03,0,0,1.02,0.03,0,0,HD 86226,HIP 48739,HD 86226 b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/hd_86226_b/,,23.54,0.85,0,0,-176.1,1.9,0,45.4,1.4,0,4.2,G2 V,,0,0
368,HD 86264,b,Radial Velocity,1,1475,55,-55,0,0.7,0.2,-0.2,0,,,,,,,,,,,,,,,,,09h56m57.84s,149.240997,-15d53m42.4s,-15.895122,72.57,4.08,-4.59,0,,,,,,,,,,,,,HD 86264,HIP 48780,HD 86264 b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/hd_86264_b/,http://exoplanets.org/detail/HD_86264_b,13.78,0.82,0,0,-15.1,1.2,0,-66.2,1.2,0,3.7,F7 V,,0,0
369,HD 87883,b,Radial Velocity,1,2754,87,-87,0,0.53,0.12,-0.12,0,,,,,,,,,,,,,,,,,10h08m43.14s,152.179749,+34d14m32.1s,34.24226,18.06,0.3,-0.31,0,,,,,,,,,,,,,HD 87883,HIP 49699,HD 87883 b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/hd_87883_b/,http://exoplanets.org/detail/HD_87883_b,55.37,0.94,0,0,-65.1,1.2,0,-60.7,1.3,0,5.25,K2.5 V,,0,0
370,HD 88133,b,Radial Velocity,1,3.416,0.0006,-0.0006,0,0.133,0.072,-0.072,0,,,,,,,,,,,,,,,,,10h10m07.68s,152.531982,+18d11m12.7s,18.186871,74.46,5.92,-7.04,0,,,,,,,,,,,,,HD 88133,HIP 49813,HD 88133 b,0,1,0,0,0,0,,,,,,,,,,,,,2004,3,0,http://exoplanet.eu/catalog/hd_88133_b/,http://exoplanets.org/detail/HD_88133_b,13.43,1.16,0,0,-11.4,0.8,0,-265.2,0.8,0,4.5,G5,,0,0
371,HD 89307,b,Radial Velocity,1,2157,63,-63,0,0.241,0.07,-0.07,0,,,,,,,,,,,,,,,,,10h18m21.29s,154.588699,+12d37m16.0s,12.621108,30.88,0.92,-0.97,0,,,,,,,,,,,,,HD 89307,HIP 50473,HD 89307 b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/hd_89307_b/,http://exoplanets.org/detail/HD_89307_b,32.38,0.99,0,0,-272,0.7,0,-39.3,0.8,0,4,G0,,0,0
372,HD 89744,b,Radial Velocity,1,256.78,0.05,-0.05,0,0.673,0.007,-0.007,0,,,,,,,,,,,,,,,,,10h22m10.56s,155.544006,+41d13m46.3s,41.22953,38.99,1.04,-1.09,0,,,,,,,,,,,,,HD 89744,HIP 50786,HD 89744 b,0,1,0,0,0,0,,,,,,,,,,,,,1999,3,0,http://exoplanet.eu/catalog/hd_89744_b/,http://exoplanets.org/detail/HD_89744_b,25.65,0.7,0,0,-119.5,0.9,0,-138.6,1,0,3.8,F8 IV,,0,0
373,HD 90156,b,Radial Velocity,1,49.77,0.07,-0.07,0,0.31,0.1,-0.1,0,,,,,,,,,,,,,,,,,10h23m55.28s,155.980316,-29d38m43.9s,-29.645529,22.09,0.36,-0.37,0,,,,,,,,,,,,,HD 90156,HIP 50921,HD 90156 b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/hd_90156_b/,http://exoplanets.org/detail/HD_90156_b,45.26,0.75,0,0,-39.1,1,0,98,1.1,0,4.5,G5 V,,0,0
374,HD 92788,b,Radial Velocity,1,325.81,0.26,-0.26,0,0.334,0.011,-0.011,0,,,,,,,,,,,,,,,,,10h42m48.53s,160.702209,-02d11m01.5s,-2.183756,32.32,1,-1.07,0,,,,,,,,,,,,,HD 92788,HIP 52409,HD 92788 b,0,1,0,0,0,0,,,,,,,,,,,,,2000,3,0,http://exoplanet.eu/catalog/hd_92788_b/,http://exoplanets.org/detail/HD_92788_b,30.94,0.99,0,0,-11.8,1.2,0,-223.8,1.3,0,4.6,G6 V,,0,0
375,HD 93083,b,Radial Velocity,1,143.58,0.6,-0.6,0,0.14,0.03,-0.03,0,,,,,,,,,,,,,,,,,10h44m20.91s,161.087143,-33d34m37.3s,-33.577023,28.9,0.81,-0.86,0,,,,,,,,,,,,,HD 93083,HIP 52521,HD 93083 b,0,1,0,0,0,0,,,,,,,,,,,,,2005,3,0,http://exoplanet.eu/catalog/hd_93083_b/,http://exoplanets.org/detail/HD_93083_b,34.6,1,0,0,-92.2,1.2,0,-151.7,1.2,0,5.3,K3 V,,0,0
376,HD 95086,b,Imaging,1,,,,,,,,,5,2,-2,0,,,,,,,,,,,,,10h57m03.02s,164.262589,-68d40m02.4s,-68.667343,91.57,4.62,-5.14,0,,,,,1.6,,0,0,,,,,HD 95086,HIP 53524,HD 95086 b,0,0,1,0,0,0,1589,636,-636,0,,,,,,,,,2013,3,0,http://exoplanet.eu/catalog/hd_95086_b/,http://exoplanets.org/detail/HD_95086_b,10.92,0.58,0,0,-44,1.4,0,13.7,1.3,0,2.8,A8 III,,0,0
377,HD 95089,b,Radial Velocity,1,507,16,-16,0,0.157,0.086,-0.086,0,,,,,,,,,,,,,,,,,10h58m47.74s,164.698898,+01d43m45.2s,1.729216,149.03,19.67,-26.72,0,,,,,,,,,,,,,HD 95089,HIP 53666,HD 95089 b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/hd_95089_b/,http://exoplanets.org/detail/HD_95089_b,6.71,1.02,0,0,-35.5,0.8,0,-46.3,0.8,0,4.9,G8/K0 IV,,0,0
378,HD 96063,b,Radial Velocity,1,361.1,9.9,-9.9,0,0.03,,,0,,,,,,,,,,,,,,,,,11h04m44.45s,166.185226,-02d30m47.6s,-2.513218,132.8,16.39,-21.76,0,,,,,,,,,,,,,HD 96063,HIP 54158,HD 96063 b,0,1,0,0,0,0,,,,,,,,,,,,,2011,3,0,http://exoplanet.eu/catalog/hd_96063_b/,http://exoplanets.org/detail/HD_96063_b,7.53,1.06,0,0,28.9,0.8,0,-16.2,0.8,0,4.6,G6 V,,0,0
379,HD 96167,b,Radial Velocity,1,498.9,1,-1,0,0.71,0.04,-0.04,0,,,,,,,,,,,,,,,,,11h05m15.07s,166.31279,-10d17m28.7s,-10.291301,84.03,8.22,-10.22,0,,,,,,,,,,,,,HD 96167,HIP 54195,HD 96167 b,0,1,0,0,0,0,,,,,,,,,,,,,2009,3,0,http://exoplanet.eu/catalog/hd_96167_b/,http://exoplanets.org/detail/HD_96167_b,11.9,1.29,0,0,-50.9,1.1,0,-9,1.1,0,4.3,G3 V,,0,0
380,HD 96127,b,Radial Velocity,1,647.3,,,,0.3,,,,,,,,,,,,,,,,,,,,11h05m45.95s,166.441452,+44d18m05.6s,44.301559,221.24,,,-1,,,,,,,,,,,,,HD 96127,HIP 54232,HD 96127 b,0,1,0,0,0,0,,,,,,,,,,,,,2011,3,0,http://exoplanet.eu/catalog/hd_96127_b/,http://exoplanets.org/detail/HD_96127_b,1.85,0.89,0,0,7,0.7,0,-1.5,0.8,0,5.2,K2,,0,0
381,HD 97658,b,Radial Velocity,1,9.4903,0.0016,-0.0056,0,0.078,0.057,-0.053,0,0.024,0.003,-0.002,0,0.2,0.009,-0.008,0,3.9,0.7,-0.61,0,89.14,0.52,-0.36,0,11h14m33.16s,168.638184,+25d42m37.4s,25.710384,21.3,0.43,-0.45,0,5170,50,0,0,0.77,0.05,0,0,0.74,0.02,0,0,HD 97658,HIP 54906,HD 97658 b,0,1,0,0,0,0,7.55,0.83,-0.79,0,2.247,0.098,-0.095,0,0.1187,0.0012,-0.0012,0,2010,3,0,http://exoplanet.eu/catalog/hd_97658_b/,http://exoplanets.org/detail/HD_97658_b,46.95,0.97,0,0,-106,1.5,0,49.3,1.3,0,5.1,K1,,0,0
382,HD 98219,b,Radial Velocity,1,436.9,4.5,-4.5,0,0.112,,,0,,,,,,,,,,,,,,,,,11h17m47.55s,169.448135,-23d58m31.5s,-23.975414,150.38,18.62,-24.75,0,,,,,,,,,,,,,HD 98219,HIP 55174,HD 98219 b,0,1,0,0,0,0,,,,,,,,,,,,,2011,3,0,http://exoplanet.eu/catalog/hd_98219_b/,http://exoplanets.org/detail/HD_98219_b,6.65,0.94,0,0,-128.8,1.9,0,-14.6,1.5,0,5,K0 III/IV,,0,0
383,HD 98649,b,Radial Velocity,1,4951,607,-465,0,0.85,0.05,-0.05,0,,,,,,,,,,,,,,,,,11h20m51.77s,170.215698,-23d13m02.4s,-23.217342,42.77,1.75,-1.91,0,5759,35,0,0,1,0.03,0,0,1,,0,0,HD 98649,HIP 55409,HD 98649 b,0,1,0,0,0,0,,,,,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/hd_98649_b/,,23.38,1,0,0,-198.6,1.3,0,-175.2,1.3,0,4.4,G4 V,,0,0
384,HD 99109,b,Radial Velocity,1,439.3,5.6,-5.6,0,0.09,0.16,-0.16,0,,,,,,,,,,,,,,,,,11h24m17.36s,171.072327,-01d31m44.7s,-1.529076,60.46,4.44,-5.2,0,5272,,0,0,0.93,,0,0,,,,0,HD 99109,HIP 55664,HD 99109 b,0,1,0,0,0,0,,,,,,,,,,,,,2005,3,0,http://exoplanet.eu/catalog/hd_99109_b/,http://exoplanets.org/detail/HD_99109_b,16.54,1.31,0,0,-180.2,0.8,0,-158.9,0.8,0,4.9,G8/K0 IV,,0,0
385,HD 99492,b,Radial Velocity,2,17.054,0.003,-0.003,0,0.13,0.07,-0.07,0,,,,,,,,,,,,,,,,,11h26m46.28s,171.692825,+03d00m22.8s,3.006328,17.99,1.01,-1.14,0,,,,,,,,,,,,,HD 99492,HIP 55848,HD 99492 b,0,1,0,0,0,0,,,,,,,,,,,,,2004,3,0,http://exoplanet.eu/catalog/hd_99492_b/,http://exoplanets.org/detail/HD_99492_b,55.59,3.31,0,0,-728.3,1,0,185.7,1,0,5.3,K2/4,,0,0
386,HD 99492,c,Radial Velocity,2,4970,744,-744,0,0.1,0.2,-0.2,0,,,,,,,,,,,,,,,,,11h26m46.28s,171.692825,+03d00m22.8s,3.006328,17.99,1.01,-1.14,0,,,,,,,,,,,,,HD 99492,HIP 55848,HD 99492 c,0,1,0,0,0,0,,,,,,,,,,,,,2010,3,0,http://exoplanet.eu/catalog/hd_99492_c/,,55.59,3.31,0,0,-728.3,1,0,185.7,1,0,5.3,K2/4,,0,0
387,HD 99706,b,Radial Velocity,1,868,31,-31,0,0.365,0.1,-0.1,0,,,,,,,,,,,,,,,,,11h28m30.21s,172.125885,+43d57m59.7s,43.966579,130.89,13.24,-16.6,0,,,,,,,,,,,,,HD 99706,HIP 55994,HD 99706 b,0,1,0,0,0,0,,,,,,,,,,,,,2011,3,0,http://exoplanet.eu/catalog/hd_99706_b/,http://exoplanets.org/detail/HD_99706_b,7.64,0.86,0,0,46.2,1,0,-87.7,1.1,0,5,K0,,0,0
