rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_disc,pl_status,pl_mnum,pl_pelink,pl_edelink,st_plx,st_plxerr,st_plxlim,st_plxblend,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_sp,st_spstr,st_sperr,st_splim,st_spblend
689,Kepler-36,b,Transit,2,13.83989,0.00082,-0.0006,0,0.039,,,1,0.014,0.001,-0.001,0,0.133,0.003,-0.003,0,7.46,0.74,-0.59,0,90.01,0.69,-0.71,0,19h25m00.04s,291.250183,+49d13m54.6s,49.231827,470,,,0,5911,66,0,0,1.07,0.04,0,0,1.63,0.02,0,0,,,Kepler-36 b,1,0,0,0,0,0,4.45,0.33,-0.27,0,1.486,0.035,-0.035,0,0.2825,0.0038,-0.0046,0,2012,3,0,http://exoplanet.eu/catalog/kepler-36_b/,http://exoplanets.org/detail/Kepler-36_b,,,,0,,,,,,,,,,,
690,Kepler-36,c,Transit,2,16.23855,0.00038,-0.00054,0,0.033,,,1,0.025,0.002,-0.001,0,0.328,0.005,-0.005,0,0.89,0.07,-0.05,0,89.98,0.54,-0.53,0,19h25m00.04s,291.250183,+49d13m54.6s,49.231827,470,,,0,5911,66,0,0,1.07,0.04,0,0,1.63,0.02,0,0,,,Kepler-36 c,1,0,0,0,0,0,8.08,0.6,-0.46,0,3.679,0.054,-0.054,0,0.3101,0.0008,-0.0008,0,2012,3,0,http://exoplanet.eu/catalog/kepler-36_c/,http://exoplanets.org/detail/Kepler-36_c,,,,0,,,,,,,,,,,
691,Kepler-37,b,Transit,4,13.367308,0.000058,-0.000085,0,,,,,,,,,0.027,0.005,-0.007,0,,,,,88.63,0.3,-0.53,0,18h56m14.32s,284.059662,+44d31m05.3s,44.518131,66,,,0,5417,75,0,0,0.8,0.07,0,0,0.77,0.03,0,0,,,Kepler-37 b,1,1,0,0,0,0,,,,,0.303,0.053,-0.073,0,,,,,2013,3,0,http://exoplanet.eu/catalog/kepler-37b/,http://exoplanets.org/detail/Kepler-37_b,,,,0,,,,,,,,,,,
692,Kepler-37,c,Transit,4,21.301886,0.000046,-0.000044,0,,,,,,,,,0.066,0.006,-0.007,0,,,,,89.07,0.19,-0.33,0,18h56m14.32s,284.059662,+44d31m05.3s,44.518131,66,,,0,5417,75,0,0,0.8,0.07,0,0,0.77,0.03,0,0,,,Kepler-37 c,1,1,0,0,0,0,,,,,0.742,0.065,-0.083,0,,,,,2013,3,0,http://exoplanet.eu/catalog/kepler-37c/,http://exoplanets.org/detail/Kepler-37_c,,,,0,,,,,,,,,,,
693,Kepler-37,d,Transit,4,39.792187,0.00004,-0.000043,0,,,,,,,,,0.178,0.01,-0.012,0,,,,,89.335,0.043,-0.047,0,18h56m14.32s,284.059662,+44d31m05.3s,44.518131,66,,,0,5417,75,0,0,0.8,0.07,0,0,0.77,0.03,0,0,,,Kepler-37 d,1,1,0,0,0,0,,,,,1.99,0.11,-0.14,0,,,,,2013,3,0,http://exoplanet.eu/catalog/kepler-37d/,http://exoplanets.org/detail/Kepler-37_d,,,,0,,,,,,,,,,,
694,Kepler-37,e,Transit Timing Variations,4,51.196,,,0,,,,,,,,,,,,,,,,,,,,,18h56m14.32s,284.059662,+44d31m05.3s,44.518131,66,,,0,5417,75,0,0,0.8,0.07,0,0,0.77,0.03,0,0,,,Kepler-37 e,1,0,0,0,0,0,,,,,,,,,,,,,2014,3,0,,,,,,0,,,,,,,,,,,
695,Kepler-38,b,Transit,1,105.599,0.038,-0.053,0,0.032,,,1,0.384,,,1,0.384,0.01,-0.01,0,,,,,89.442,0.03,-0.026,0,19h07m19.28s,286.830353,+42d16m45.1s,42.279205,600,,,0,5623,50,0,0,0.94,0.06,0,0,1.75,0.03,0,0,,,Kepler-38 b,1,0,0,0,0,1,122,,,1,4.3,0.11,-0.11,0,,,,,2012,3,0,http://exoplanet.eu/catalog/kepler-38(ab)_b/,http://exoplanets.org/detail/Kepler-38_b,,,,0,,,,,,,4.4,G4 V,,0,0
696,Kepler-39,b,Transit,1,21.0874,0.0002,-0.0002,0,0.121,0.022,-0.023,0,18,0.93,-0.91,0,1.22,0.12,-0.1,0,12.4,3.4,-2.6,0,88.83,0.59,-0.4,0,19h47m50.46s,296.960266,+46d02m03.5s,46.034298,1200,250,-250,0,6260,140,0,0,1.1,0.07,0,0,1.39,0.11,0,0,,,Kepler-39 b,1,1,0,0,0,0,5720.7,295.57,-289.21,0,13.68,1.35,-1.12,0,0.2508,0.0038,-0.0038,0,2011,3,0,http://exoplanet.eu/catalog/kepler-39_b/,http://exoplanets.org/detail/Kepler-39_b,,,,0,,,,,,,3.7,F7 IV,,0,0
697,Kepler-40,b,Transit,1,6.87349,0.00064,-0.00064,0,0,,,0,2.2,0.4,-0.4,0,1.17,0.04,-0.04,0,1.68,0.53,-0.43,0,89.7,0.3,-0.1,0,19h47m15.29s,296.81369,+47d31m35.8s,47.526608,2700,200,-200,0,6510,100,0,0,1.48,0.06,0,0,2.13,0.06,0,0,,,Kepler-40 b,1,1,0,0,0,0,699.2,127.1,-127.1,0,13.11,0.45,-0.45,0,0.2858,0.0025,-0.0025,0,2010,3,0,http://exoplanet.eu/catalog/kepler-40_b/,http://exoplanets.org/detail/Kepler-40_b,,,,0,,,,,,,3.5,F5 IV,,0,0
698,Kepler-41,b,Transit,1,1.855558,0.000007,-0.000007,0,0,,,0,0.55,0.09,-0.09,0,0.89,0.05,-0.05,0,1.1,0.18,-0.18,0,88.3,0.7,-0.7,0,19h38m03.17s,294.513214,+45d58m53.9s,45.981644,770,100,-100,0,5620,140,0,0,1.12,0.07,0,0,1.02,0.03,0,0,,,Kepler-41 b,1,1,0,0,1,0,174.8,28.6,-28.6,0,9.98,0.56,-0.56,0,0.099,0.002,-0.002,0,2011,3,0,http://exoplanet.eu/catalog/kepler-41__b/,http://exoplanets.org/detail/Kepler-41_b,,,,0,,,,,,,4.6,G6 V,,0,0
699,Kepler-42,b,Transit,3,1.2137672,0.0000046,-0.0000046,0,,,,,,,,,0.07,0.02,-0.02,0,,,,,,,,,19h28m52.57s,292.219025,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,3068,174,0,0,0.13,0.05,0,0,0.17,0.04,0,0,,,Kepler-42 b,1,0,0,0,0,0,,,,,0.78,0.22,-0.22,0,,,,,2011,3,0,http://exoplanet.eu/catalog/kepler-42_b/,http://exoplanets.org/detail/Kepler-42_b,,,,0,84,,,-423,,,6,M,,,0
700,Kepler-42,c,Transit,3,0.45328509,0.00000097,-0.00000097,0,,,,,,,,,0.065,0.018,-0.018,0,,,,,,,,,19h28m52.57s,292.219025,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,3068,174,0,0,0.13,0.05,0,0,0.17,0.04,0,0,,,Kepler-42 c,1,0,0,0,0,0,,,,,0.73,0.2,-0.2,0,,,,,2011,3,0,http://exoplanet.eu/catalog/kepler-42_c/,http://exoplanets.org/detail/Kepler-42_c,,,,0,84,,,-423,,,6,M,,,0
701,Kepler-42,d,Transit,3,1.865169,0.000014,-0.000014,0,,,,,,,,,0.051,0.016,-0.016,0,,,,,,,,,19h28m52.57s,292.219025,+44d37m09.0s,44.61916,38.7,6.3,-6.3,0,3068,174,0,0,0.13,0.05,0,0,0.17,0.04,0,0,,,Kepler-42 d,1,0,0,0,0,0,,,,,0.57,0.18,-0.18,0,,,,,2011,3,0,http://exoplanet.eu/catalog/kepler-42_d/,http://exoplanets.org/detail/Kepler-42_d,,,,0,84,,,-423,,,6,M,,,0
702,Kepler-43,b,Transit,1,3.024095,0.000021,-0.000021,0,0.025,,,1,3.23,0.19,-0.19,0,1.2,0.06,-0.06,0,2.33,0.36,-0.36,0,84.35,0.47,-0.4,0,19h00m57.80s,285.240845,+46d40m05.7s,46.668255,1950,250,-250,0,6041,143,0,0,1.32,0.09,0,0,1.42,0.07,0,0,,,Kepler-43 b,1,1,0,0,1,0,1026.55,60.39,-60.39,0,13.45,0.67,-0.67,0,0.1219,0.0008,-0.0008,0,2011,3,0,http://exoplanet.eu/catalog/kepler-43_b/,http://exoplanets.org/detail/Kepler-43_b,,,,0,,,,,,,4,G0 IV-V,,0,0
703,Kepler-44,b,Transit,1,3.24674,0.000018,-0.000018,0,0.021,,,1,1.02,0.07,-0.07,0,1.24,0.07,-0.07,0,0.65,0.12,-0.12,0,83.78,0.65,-0.55,0,20h00m24.57s,300.102356,+45d45m43.7s,45.762142,2250,300,-300,0,5757,134,0,0,1.19,0.1,0,0,1.52,0.09,0,0,,,Kepler-44 b,1,1,0,0,0,0,324.17,22.25,-22.25,0,13.9,0.78,-0.78,0,0.1341,0.0018,-0.0018,0,2011,3,0,http://exoplanet.eu/catalog/kepler-44_b/,http://exoplanets.org/detail/Kepler-44_b,,,,0,,,,,,,4.2,G2 IV,,0,0
704,Kepler-45,b,Transit,1,2.455239,0.000004,-0.000004,0,0.11,0.1,-0.09,0,0.505,0.09,-0.09,0,0.96,0.11,-0.11,0,0.8,0.5,-0.5,0,87,0.7,-0.7,0,19h31m29.49s,292.872894,+41d03m51.3s,41.064262,333,33,-33,0,3820,90,0,0,0.59,0.06,0,0,0.55,0.11,0,0,,,Kepler-45 b,1,1,0,0,0,0,160.497,28.604,-28.604,0,10.76,1.23,-1.23,0,,,,,2011,3,0,http://exoplanet.eu/catalog/kepler-45_b/,http://exoplanets.org/detail/Kepler-45_b,,,,0,6,,,-20,,,6,M,,,0
705,Kepler-46,b,Transit,3,33.60134,0.00021,-0.0002,0,0.01,0.01,-0.01,0,6,,,1,0.808,0.042,-0.043,0,14,,,1,89.038,0.075,-0.067,0,19h17m04.50s,289.268738,+42d36m15.0s,42.604176,855,68,-65,0,5309,200,0,0,0.9,0.04,0,0,0.79,0.44,0,0,,,Kepler-46 b,1,0,0,0,0,0,1907,,,1,9.057,0.471,-0.482,0,,,,,2012,3,0,http://exoplanet.eu/catalog/kepler-46_b/,http://exoplanets.org/detail/Kepler-46_b,,,,0,,,,,,,,,,,
706,Kepler-46,c,Transit Timing Variations,3,57.011,0.051,-0.061,0,0.0146,0.0034,-0.0036,0,0.376,0.021,-0.019,0,,,,,,,,,87.4,1.6,-1,0,19h17m04.50s,289.268738,+42d36m15.0s,42.604176,855,68,-65,0,5309,200,0,0,0.9,0.04,0,0,0.79,0.44,0,0,,,Kepler-46 c,1,0,0,0,0,0,119.499,6.674,-6.039,0,,,,,,,,,2012,3,0,http://exoplanet.eu/catalog/kepler-46_c/,http://exoplanets.org/detail/Kepler-46_c,,,,0,,,,,,,,,,,
707,Kepler-46,d,Transit,3,6.766589,0.000022,-0.000022,0,,,,,,,,,0.146,0.082,-0.082,0,,,,,,,,,19h17m04.50s,289.268738,+42d36m15.0s,42.604176,855,68,-65,0,5309,200,0,0,0.9,0.04,0,0,0.79,0.44,0,0,,,Kepler-46 d,1,0,0,0,0,0,,,,,1.64,0.92,-0.92,0,0.1082,0.0021,-0.0021,0,2014,3,0,http://exoplanet.eu/catalog/kepler-46_d/,,,,,0,,,,,,,,,,,
708,Kepler-47,b,Transit,2,49.532,0.04,-0.027,0,0.035,,,1,2,,,1,0.27,0.011,-0.011,0,,,,,89.7,0.5,-0.16,0,19h41m11.50s,295.297913,+46d55m13.7s,46.920467,1500,,,0,5636,100,0,0,1.05,0.05,0,0,0.96,0.02,0,0,,,Kepler-47 b,1,1,0,0,0,1,636,,,1,3.03,0.12,-0.12,0,,,,,2012,3,0,http://exoplanet.eu/catalog/kepler-47(ab)_b/,http://exoplanets.org/detail/Kepler-47_b,,,,0,,,,,,,,,,,
709,Kepler-47,c,Transit,2,303.137,0.072,-0.02,0,0.411,,,1,28,,,1,0.411,0.018,-0.018,0,,,,,89.825,0.009,-0.01,0,19h41m11.50s,295.297913,+46d55m13.7s,46.920467,1500,,,0,5636,100,0,0,1.05,0.05,0,0,0.96,0.02,0,0,,,Kepler-47 c,1,1,0,0,0,1,8899,,,1,4.62,0.2,-0.2,0,,,,,2012,3,0,http://exoplanet.eu/catalog/kepler-47(ab)_c/,http://exoplanets.org/detail/Kepler-47_c,,,,0,,,,,,,,,,,
710,Kepler-48,b,Transit,4,4.7779803,0.000014,-0.000014,0,,,,,5.94,,,1,0.191,,,0,,,,,,,,,19h56m33.41s,299.139221,+40d56m56.5s,40.94902,,,,,5194,73,0,0,0.88,0.06,0,0,0.89,0.05,0,0,,,Kepler-48 b,1,1,0,0,0,0,1887.83,,,1,2.14,,,0,0.1184,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-48_b/,http://exoplanets.org/detail/Kepler-48_b,,,,,,,,,,,,,,,
711,Kepler-48,c,Transit,4,9.6739283,0.00002,-0.00002,0,,,,,11.61,,,1,0.28,,,0,,,,,,,,,19h56m33.41s,299.139221,+40d56m56.5s,40.94902,,,,,5194,73,0,0,0.88,0.06,0,0,0.89,0.05,0,0,,,Kepler-48 c,1,1,0,0,0,0,3689.85,,,1,3.14,,,0,0.1459,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-48_c/,http://exoplanets.org/detail/Kepler-48_c,,,,,,,,,,,,,,,
712,Kepler-48,d,Transit,4,42.8961,,,0,,,,,0.025,0.0145,-0.0145,0,0.182,0.01,-0.01,0,5.08,3.12,-3.12,0,,,,,19h56m33.41s,299.139221,+40d56m56.5s,40.94902,,,,,5194,73,0,0,0.88,0.06,0,0,0.89,0.05,0,0,,,Kepler-48 d,1,1,0,0,0,0,7.93,4.6,-4.6,0,2.04,0.11,-0.11,0,,,,,2014,3,0,,,,,,,,,,,,,,,,,
713,Kepler-48,e,Radial Velocity,4,982,8,-8,0,,,,,2.067,0.079,-0.079,0,,,,,,,,,,,,,19h56m33.41s,299.139221,+40d56m56.5s,40.94902,,,,,5194,73,0,0,0.88,0.06,0,0,0.89,0.05,0,0,,,Kepler-48 e,0,1,0,0,0,0,657,25,-25,0,,,,,,,,,2014,3,0,,,,,,,,,,,,,,,,,
714,Kepler-49,b,Transit,4,7.2037945,0.000022,-0.000022,0,,,,,0.98,,,1,0.243,,,0,,,,,,,,,19h29m10.70s,292.294586,+40d35m30.5s,40.591801,,,,,4252,100,0,0,0.55,,0,0,0.56,0.02,0,0,,,Kepler-49 b,1,0,0,0,0,0,311.46,,,1,2.72,,,0,0.124,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-49_b/,http://exoplanets.org/detail/Kepler-49_b,,,,,-14.9,,,10.2,,,,,,,
715,Kepler-49,c,Transit,4,10.9129343,0.000069,-0.000069,0,,,,,0.72,,,1,0.227,,,0,,,,,,,,,19h29m10.70s,292.294586,+40d35m30.5s,40.591801,,,,,4252,100,0,0,0.55,,0,0,0.56,0.02,0,0,,,Kepler-49 c,1,0,0,0,0,0,228.83,,,1,2.55,,,0,0.1191,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-49_c/,http://exoplanets.org/detail/Kepler-49_c,,,,,-14.9,,,10.2,,,,,,,
716,Kepler-49,d,Transit,4,2.576549,0.000003,-0.000003,0,,,,,,,,,0.143,0.006,-0.006,0,,,,,,,,,19h29m10.70s,292.294586,+40d35m30.5s,40.591801,,,,,4252,100,0,0,0.55,,0,0,0.56,0.02,0,0,,,Kepler-49 d,1,0,0,0,0,0,,,,,1.6,0.07,-0.07,0,0.0665,0.001,-0.001,0,2014,3,0,http://exoplanet.eu/catalog/kepler-49_d/,http://exoplanets.org/detail/Kepler-49_d,,,,,-14.9,,,10.2,,,,,,,
717,Kepler-49,e,Transit,4,18.596108,0.000079,-0.000079,0,,,,,,,,,0.139,0.007,-0.007,0,,,,,,,,,19h29m10.70s,292.294586,+40d35m30.5s,40.591801,,,,,4252,100,0,0,0.55,,0,0,0.56,0.02,0,0,,,Kepler-49 e,1,0,0,0,0,0,,,,,1.56,0.08,-0.08,0,0.0902,0.0029,-0.0029,0,2014,3,0,http://exoplanet.eu/catalog/kepler-49_e/,http://exoplanets.org/detail/Kepler-49_e,,,,,-14.9,,,10.2,,,,,,,
718,Kepler-50,b,Transit,2,7.81254,0.0001,-0.0001,0,,,,,,,,,0.153,0.004,-0.009,0,,,,,,,,,19h12m24.21s,288.100861,+50d02m01.4s,50.033718,,,,,6058,,0,0,1.23,,0,0,1.88,,0,0,,,Kepler-50 b,1,0,0,0,0,0,,,,,1.71,0.05,-0.1,0,0.1583,0.0021,-0.0013,0,2012,3,0,http://exoplanet.eu/catalog/kepler-50_b/,http://exoplanets.org/detail/Kepler-50_b,,,,,,,,,,,,,,,
719,Kepler-50,c,Transit,2,9.37647,0.00004,-0.00004,0,,,,,,,,,0.194,0.006,-0.007,0,,,,,,,,,19h12m24.21s,288.100861,+50d02m01.4s,50.033718,,,,,6058,,0,0,1.23,,0,0,1.88,,0,0,,,Kepler-50 c,1,0,0,0,0,0,,,,,2.17,0.07,-0.08,0,0.0858,0.0013,-0.0013,0,2012,3,0,http://exoplanet.eu/catalog/kepler-50_c/,http://exoplanets.org/detail/Kepler-50_c,,,,,,,,,,,,,,,
720,Kepler-51,b,Transit,3,45.154,0.0002,-0.0002,0,0.04,0.01,-0.01,0,0.007,0.005,-0.003,0,0.633,0.027,-0.027,0,0.03,0.02,-0.01,0,,,,,19h45m55.14s,296.479767,+49d56m15.7s,49.937683,,,,,6018,107,0,0,1.04,0.12,0,0,0.94,0.5,0,0,,,Kepler-51 b,1,0,0,0,0,0,2.1,1.5,-0.8,0,7.1,0.3,-0.3,0,,,,,2012,3,0,http://exoplanet.eu/catalog/kepler-51_b/,http://exoplanets.org/detail/Kepler-51_b,,,,,,,,,,,,,,,
721,Kepler-51,c,Transit,3,85.312,0.003,-0.002,0,0.014,0.013,-0.009,0,0.013,0.001,-0.001,0,0.803,0.25,-0.152,0,0.03,0.02,-0.03,0,,,,,19h45m55.14s,296.479767,+49d56m15.7s,49.937683,,,,,6018,107,0,0,1.04,0.12,0,0,0.94,0.5,0,0,,,Kepler-51 c,1,0,0,0,0,0,4,0.4,-0.4,0,9,2.8,-1.7,0,,,,,2012,3,0,http://exoplanet.eu/catalog/kepler-51_c/,http://exoplanets.org/detail/Kepler-51_c,,,,,,,,,,,,,,,
722,Kepler-51,d,Transit,3,130.194,0.005,-0.002,,0.008,0.011,-0.008,0,0.024,0.003,-0.003,0,0.865,0.045,-0.045,0,0.046,0.009,-0.009,0,,,,,19h45m55.14s,296.479767,+49d56m15.7s,49.937683,,,,,6018,107,0,0,1.04,0.12,0,0,0.94,0.5,0,0,,,KOI-620.02,1,0,0,0,0,0,7.6,1.1,-1.1,0,9.7,0.5,-0.5,0,,,,,2014,3,0,,,,,,,,,,,,,,,,,
723,Kepler-52,b,Transit,3,7.8773565,0.000038,-0.000038,0,,,,,8.7,,,1,0.187,,,0,,,,,,,,,19h06m57.13s,286.738037,+49d58m32.7s,49.97575,,,,,4263,100,0,0,0.54,,0,0,0.56,0.02,0,0,,,Kepler-52 b,1,0,0,0,0,0,2765,,,1,2.1,,,0,0.1009,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-52_b/,http://exoplanets.org/detail/Kepler-52_b,,,,,,,,,,,,,,,
724,Kepler-52,c,Transit,3,16.3850021,0.00014,-0.00014,0,,,,,10.41,,,1,0.164,,,0,,,,,,,,,19h06m57.13s,286.738037,+49d58m32.7s,49.97575,,,,,4263,100,0,0,0.54,,0,0,0.56,0.02,0,0,,,Kepler-52 c,1,0,0,0,0,0,3308.41,,,1,1.84,,,0,0.1302,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-52_c/,http://exoplanets.org/detail/Kepler-52_c,,,,,,,,,,,,,,,
725,Kepler-52,d,Transit,3,36.445171,0.000253,-0.000253,0,,,,,,,,,0.174,0.019,-0.019,0,,,,,,,,,19h06m57.13s,286.738037,+49d58m32.7s,49.97575,,,,,4263,100,0,0,0.54,,0,0,0.56,0.02,0,0,,,Kepler-52 d,1,0,0,0,0,0,,,,,1.95,0.21,-0.21,0,0.173,0.0049,-0.0049,0,2014,3,0,http://exoplanet.eu/catalog/kepler-52_d/,http://exoplanets.org/detail/Kepler-52_d,,,,,,,,,,,,,,,
726,Kepler-53,b,Transit,3,18.6489525,0.00016,-0.00016,0,,,,,18.41,,,1,0.258,,,0,,,,,,,,,19h21m50.82s,290.461761,+40d33m44.9s,40.562462,,,,,6085,200,0,0,0.98,,0,0,0.96,0.47,0,0,,,Kepler-53 b,1,0,0,0,0,0,5851,,,1,2.89,,,0,0.1867,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-53_b/,http://exoplanets.org/detail/Kepler-53_b,,,,,,,,,,,,,,,
727,Kepler-53,c,Transit,3,38.5583038,0.00041,-0.00041,0,,,,,,,,,0.283,,,0,,,,,,,,,19h21m50.82s,290.461761,+40d33m44.9s,40.562462,,,,,6085,200,0,0,0.98,,0,0,0.96,0.47,0,0,,,Kepler-53 c,1,0,0,0,0,0,,,,,3.17,,,0,0.209,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-53_c/,http://exoplanets.org/detail/Kepler-53_c,,,,,,,,,,,,,,,
728,Kepler-53,d,Transit,3,9.751962,0.000077,-0.000077,0,,,,,,,,,0.189,0.094,-0.094,0,,,,,,,,,19h21m50.82s,290.461761,+40d33m44.9s,40.562462,,,,,6085,200,0,0,0.98,,0,0,0.96,0.47,0,0,,,Kepler-53 d,1,0,0,0,0,0,,,,,2.12,1.05,-1.05,0,0.1746,0.0057,-0.0057,0,2014,3,0,http://exoplanet.eu/catalog/kepler-53_d/,http://exoplanets.org/detail/Kepler-53_d,,,,,,,,,,,,,,,
729,Kepler-54,b,Transit,3,8.0109434,0.000069,-0.000069,0,,,,,0.92,,,1,0.187,,,0,,,,,,,,,19h39m05.74s,294.773926,+43d03m22.7s,43.056293,,,,,4252,100,0,0,0.51,,0,0,0.55,0.02,0,0,,,Kepler-54 b,1,0,0,0,0,0,292.39,,,1,2.1,,,0,0.1422,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-54_b/,http://exoplanets.org/detail/Kepler-54_b,,,,,4,,,-14,,,,,,,
730,Kepler-54,c,Transit,3,12.0717249,0.00029,-0.00029,0,,,,,0.37,,,1,0.11,,,0,,,,,,,,,19h39m05.74s,294.773926,+43d03m22.7s,43.056293,,,,,4252,100,0,0,0.51,,0,0,0.55,0.02,0,0,,,Kepler-54 c,1,0,0,0,0,0,117.59,,,1,1.23,,,0,0.2072,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-54_c/,http://exoplanets.org/detail/Kepler-54_c,,,,,4,,,-14,,,,,,,
731,Kepler-54,d,Transit,3,20.995694,0.000143,-0.000143,0,,,,,,,,,0.136,0.007,-0.007,0,,,,,,,,,19h39m05.74s,294.773926,+43d03m22.7s,43.056293,,,,,4252,100,0,0,0.51,,0,0,0.55,0.02,0,0,,,Kepler-54 d,1,0,0,0,0,0,,,,,1.53,0.08,-0.08,0,0.1124,0.0047,-0.0047,0,2014,3,0,http://exoplanet.eu/catalog/kepler-54_d/,http://exoplanets.org/detail/Kepler-54_d,,,,,4,,,-14,,,,,,,
732,Kepler-55,b,Transit,5,27.9481449,0.00024,-0.00024,0,,,,,1.49,,,1,0.217,,,0,,,,,,,,,19h00m40.40s,285.168335,+44d01m35.3s,44.026466,,,,,4503,100,0,0,0.62,,0,0,0.62,0.03,0,0,,,Kepler-55 b,1,0,0,0,0,0,473.55,,,1,2.43,,,0,0.1456,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-55_b/,http://exoplanets.org/detail/Kepler-55_b,,,,,,,,,,,,,,,
733,Kepler-55,c,Transit,5,42.1516418,0.00053,-0.00053,0,,,,,1.11,,,1,0.197,,,0,,,,,,,,,19h00m40.40s,285.168335,+44d01m35.3s,44.026466,,,,,4503,100,0,0,0.62,,0,0,0.62,0.03,0,0,,,Kepler-55 c,1,0,0,0,0,0,352.78,,,1,2.21,,,0,0.2109,,,0,2012,3,0,http://exoplanet.eu/catalog/kepler-55_c/,http://exoplanets.org/detail/Kepler-55_c,,,,,,,,,,,,,,,
734,Kepler-55,d,Transit,5,2.211099,0.000004,-0.000004,0,,,,,,,,,0.142,0.008,-0.008,0,,,,,,,,,19h00m40.40s,285.168335,+44d01m35.3s,44.026466,,,,,4503,100,0,0,0.62,,0,0,0.62,0.03,0,0,,,Kepler-55 d,1,0,0,0,0,0,,,,,1.59,0.09,-0.09,0,0.0685,0.0013,-0.0013,0,2014,3,0,http://exoplanet.eu/catalog/kepler-55_d/,http://exoplanets.org/detail/Kepler-55_d,,,,,,,,,,,,,,,
735,Kepler-55,e,Transit,5,4.617534,0.000021,-0.000021,0,,,,,,,,,0.138,0.021,-0.021,0,,,,,,,,,19h00m40.40s,285.168335,+44d01m35.3s,44.026466,,,,,4503,100,0,0,0.62,,0,0,0.62,0.03,0,0,,,Kepler-55 e,1,0,0,0,0,0,,,,,1.55,0.23,-0.23,0,0.0888,0.0026,-0.0026,0,2014,3,0,http://exoplanet.eu/catalog/kepler-55_e/,http://exoplanets.org/detail/Kepler-55_e,,,,,,,,,,,,,,,
736,Kepler-55,f,Transit,5,10.198545,0.000045,-0.000045,0,,,,,,,,,0.142,0.009,-0.009,0,,,,,,,,,19h00m40.40s,285.168335,+44d01m35.3s,44.026466,,,,,4503,100,0,0,0.62,,0,0,0.62,0.03,0,0,,,Kepler-55 f,1,0,0,0,0,0,,,,,1.59,0.1,-0.1,0,0.0905,0.003,-0.003,0,2014,3,0,http://exoplanet.eu/catalog/kepler-55_f/,http://exoplanets.org/detail/Kepler-55_f,,,,,,,,,,,,,,,
737,Kepler-56,b,Transit,2,10.5016,0.0011,-0.001,0,,,,,0.07,0.012,-0.011,0,0.581,0.026,-0.025,0,0.442,0.08,-0.072,0,,,,,19h35m02.01s,293.758362,+41d52m18.7s,41.871868,,,,,4840,97,0,0,1.32,0.13,0,0,4.23,0.15,0,0,,,Kepler-56 b,1,0,0,0,0,0,22.1,3.9,-3.6,0,6.51,0.29,-0.28,0,,,,,2012,3,0,http://exoplanet.eu/catalog/kepler-56_b/,http://exoplanets.org/detail/Kepler-56_b,,,,,-7.8,,,-5.8,,,,,,,
738,Kepler-56,c,Transit,2,21.40239,0.00059,-0.00062,0,,,,,0.57,0.066,-0.06,0,0.874,0.041,-0.041,0,1.06,0.14,-0.13,0,,,,,19h35m02.01s,293.758362,+41d52m18.7s,41.871868,,,,,4840,97,0,0,1.32,0.13,0,0,4.23,0.15,0,0,,,Kepler-56 c,1,0,0,0,0,0,181,21,-19,0,9.8,0.46,-0.46,0,,,,,2012,3,0,http://exoplanet.eu/catalog/kepler-56_c/,http://exoplanets.org/detail/Kepler-56_c,,,,,-7.8,,,-5.8,,,,,,,
